region,polling_unit_id,date,registered_voters,accredited_voters,votes_cast,invalid_votes,voting_start_time,voting_end_time,device_status,network_status,incidents_reported,expected_staff,staff_present,result_uploaded,upload_delay_minutes
Kano,PU_12571,2026-03-28,1310,1056,937,45,2026-06-21 08:12:00,2026-06-21 15:09:00,Working,Good,2,8,7,1,32.0
Kaduna,PU_12572,2026-03-28,1388,908,818,15,2026-06-21 08:24:00,2026-06-21 16:26:00,Faulty,Poor,0,7,5,0,
Kaduna,PU_12573,2026-03-28,1704,1219,1163,22,2026-06-21 08:14:00,2026-06-21 16:46:00,Working,Good,1,5,4,1,34.0
Abuja,PU_12574,2026-03-28,1912,1677,1509,30,2026-06-21 08:00:00,2026-06-21 15:07:00,Working,Poor,0,7,5,1,142.0
Abuja,PU_12575,2026-03-28,1710,1538,1437,33,2026-06-21 09:14:00,2026-06-21 15:15:00,Working,Offline,0,6,5,1,163.0
Kano,PU_12576,2026-03-28,1991,1477,1382,43,2026-06-21 08:43:00,2026-06-21 15:06:00,Working,Good,1,8,6,1,62.0
Rivers,PU_12577,2026-03-28,1980,1403,1351,28,2026-06-21 09:52:00,2026-06-21 16:12:00,Faulty,Good,1,9,7,0,
Abuja,PU_12578,2026-03-28,1657,1389,1260,48,2026-06-21 08:34:00,2026-06-21 15:14:00,Working,Good,0,7,7,1,124.0
Kano,PU_12579,2026-03-28,674,573,554,15,2026-06-21 08:12:00,2026-06-21 15:39:00,Working,Good,1,9,9,1,85.0
Lagos,PU_12580,2026-03-28,1784,1684,1648,29,2026-06-21 08:18:00,2026-06-21 16:36:00,Working,Good,1,6,5,1,125.0
Kaduna,PU_12581,2026-03-28,816,688,599,24,2026-06-21 08:47:00,2026-06-21 15:58:00,Working,Poor,5,9,7,0,
Rivers,PU_12582,2026-03-28,1500,1026,967,36,2026-06-21 08:11:00,2026-06-21 16:13:00,Working,Good,0,5,3,0,
Kano,PU_12583,2026-03-28,1323,821,772,36,2026-06-21 09:12:00,2026-06-21 16:05:00,Faulty,Good,0,7,6,1,93.0
Lagos,PU_12584,2026-03-28,1369,944,858,47,2026-06-21 09:23:00,2026-06-21 16:01:00,Faulty,Good,4,8,8,1,100.0
Kaduna,PU_12585,2026-03-28,1430,971,863,18,2026-06-21 09:21:00,2026-06-21 16:26:00,Working,Good,0,8,8,1,120.0
Lagos,PU_12586,2026-03-28,1386,876,747,31,2026-06-21 09:55:00,2026-06-21 15:47:00,Working,Good,1,5,4,1,173.0
Kano,PU_12587,2026-03-28,768,580,540,49,2026-06-21 09:03:00,2026-06-21 15:40:00,Working,Poor,1,5,4,1,135.0
Abuja,PU_12588,2026-03-28,969,679,605,36,2026-06-21 08:24:00,2026-06-21 15:18:00,Working,Good,1,8,8,1,34.0
Kaduna,PU_12589,2026-03-28,723,667,614,38,2026-06-21 08:05:00,2026-06-21 16:47:00,Working,Good,2,8,6,1,84.0
Lagos,PU_12590,2026-03-28,1775,1315,1138,11,2026-06-21 08:04:00,2026-06-21 15:02:00,Working,Good,2,8,6,1,129.0
Abuja,PU_12591,2026-03-28,1587,1439,1231,14,2026-06-21 08:37:00,2026-06-21 15:44:00,Working,Good,0,6,5,1,179.0
Rivers,PU_12592,2026-03-28,1474,1042,994,14,2026-06-21 09:50:00,2026-06-21 15:17:00,Working,Good,0,6,6,1,158.0
Kano,PU_12593,2026-03-28,1406,1252,1084,19,2026-06-21 08:11:00,2026-06-21 15:48:00,Faulty,Poor,0,8,7,1,126.0
Kano,PU_12594,2026-03-28,1329,1008,874,5,2026-06-21 08:54:00,2026-06-21 16:08:00,Working,Good,1,6,6,1,106.0
Kaduna,PU_12595,2026-03-28,1987,1214,1121,18,2026-06-21 09:05:00,2026-06-21 16:52:00,Faulty,Good,2,9,9,0,
Lagos,PU_12596,2026-03-28,1647,1268,1198,28,2026-06-21 09:06:00,2026-06-21 16:09:00,Working,Good,2,6,4,1,40.0
Rivers,PU_12597,2026-03-28,737,500,425,26,2026-06-21 08:25:00,2026-06-21 16:04:00,Working,Poor,1,6,5,1,143.0
Kaduna,PU_12598,2026-03-28,574,406,368,34,2026-06-21 08:50:00,2026-06-21 15:41:00,Working,Good,1,7,5,1,111.0
Kaduna,PU_12599,2026-03-28,1965,1649,1536,32,2026-06-21 08:30:00,2026-06-21 15:05:00,Working,Poor,2,8,6,1,118.0
Lagos,PU_12600,2026-03-28,999,784,741,45,2026-06-21 08:05:00,2026-06-21 15:51:00,Working,Good,1,9,8,1,6.0
Rivers,PU_12601,2026-03-28,767,698,679,18,2026-06-21 08:29:00,2026-06-21 16:13:00,Working,Good,0,9,8,1,34.0
Lagos,PU_12602,2026-03-28,1486,1378,1174,39,2026-06-21 09:35:00,2026-06-21 16:41:00,Working,Poor,1,9,9,1,115.0
Kano,PU_12603,2026-03-28,1573,1324,1280,35,2026-06-21 09:21:00,2026-06-21 16:53:00,Working,Poor,1,8,7,0,
Abuja,PU_12604,2026-03-28,1582,1427,1392,4,2026-06-21 08:38:00,2026-06-21 16:57:00,Working,Good,2,8,6,0,
Kano,PU_12605,2026-03-28,1977,1321,1271,19,2026-06-21 08:08:00,2026-06-21 16:24:00,Working,Poor,0,8,8,1,94.0
Kano,PU_12606,2026-03-28,1222,767,746,33,2026-06-21 09:38:00,2026-06-21 15:09:00,Working,Good,0,5,3,1,51.0
Kaduna,PU_12607,2026-03-28,1595,1142,988,47,2026-06-21 09:12:00,2026-06-21 16:41:00,Working,Good,0,9,8,0,
Kano,PU_12608,2026-03-28,689,491,480,6,2026-06-21 09:02:00,2026-06-21 16:59:00,Working,Offline,0,5,4,1,143.0
Rivers,PU_12609,2026-03-28,1495,1245,1182,33,2026-06-21 09:47:00,2026-06-21 15:31:00,Working,Poor,1,7,5,1,41.0
Kano,PU_12610,2026-03-28,1065,952,817,27,2026-06-21 09:09:00,2026-06-21 15:24:00,Working,Good,0,5,3,1,48.0
Rivers,PU_12611,2026-03-28,1492,1050,985,38,2026-06-21 09:38:00,2026-06-21 15:26:00,Working,Good,2,9,8,0,
Lagos,PU_12612,2026-03-28,1235,924,869,45,2026-06-21 08:03:00,2026-06-21 16:53:00,Working,Good,0,5,4,1,21.0
Kaduna,PU_12613,2026-03-28,655,417,388,21,2026-06-21 08:29:00,2026-06-21 15:22:00,Working,Good,0,6,4,1,35.0
Rivers,PU_12614,2026-03-28,1172,872,840,40,2026-06-21 08:44:00,2026-06-21 16:17:00,Working,Good,1,7,6,0,
Kano,PU_12615,2026-03-28,1608,1085,1027,49,2026-06-21 08:25:00,2026-06-21 16:15:00,Faulty,Good,1,9,7,1,79.0
Kaduna,PU_12616,2026-03-28,568,416,362,39,2026-06-21 09:13:00,2026-06-21 15:16:00,Working,Good,0,7,5,1,52.0
Kaduna,PU_12617,2026-03-28,1908,1322,1166,37,2026-06-21 09:09:00,2026-06-21 15:56:00,Working,Good,1,6,6,1,87.0
Rivers,PU_12618,2026-03-28,872,770,700,40,2026-06-21 08:30:00,2026-06-21 15:34:00,Working,Good,0,7,6,1,155.0
Rivers,PU_12619,2026-03-28,554,333,300,49,2026-06-21 08:25:00,2026-06-21 16:35:00,Working,Good,2,7,5,1,149.0
Abuja,PU_12620,2026-03-28,584,419,392,29,2026-06-21 09:10:00,2026-06-21 15:25:00,Working,Good,1,7,7,0,
Abuja,PU_12621,2026-03-28,1440,1352,1173,20,2026-06-21 08:07:00,2026-06-21 15:08:00,Working,Good,2,7,7,1,148.0
Kaduna,PU_12622,2026-03-28,1340,1122,1005,39,2026-06-21 09:00:00,2026-06-21 16:51:00,Faulty,Good,0,6,4,1,57.0
Abuja,PU_12623,2026-03-28,1091,949,836,8,2026-06-21 09:58:00,2026-06-21 15:03:00,Working,Good,3,8,6,1,26.0
Kano,PU_12624,2026-03-28,1231,1109,984,35,2026-06-21 09:24:00,2026-06-21 16:36:00,Working,Good,0,9,7,0,
Lagos,PU_12625,2026-03-28,1121,814,767,12,2026-06-21 08:37:00,2026-06-21 16:32:00,Faulty,Poor,0,6,5,1,37.0
Kaduna,PU_12626,2026-03-28,1508,939,807,45,2026-06-21 08:47:00,2026-06-21 16:43:00,Working,Poor,0,7,6,1,40.0
Lagos,PU_12627,2026-03-28,816,606,585,32,2026-06-21 09:01:00,2026-06-21 16:46:00,Working,Poor,2,9,9,0,
Abuja,PU_12628,2026-03-28,1687,1397,1303,25,2026-06-21 09:36:00,2026-06-21 15:16:00,Faulty,Poor,0,7,5,1,23.0
Rivers,PU_12629,2026-03-28,1124,820,740,0,2026-06-21 08:15:00,2026-06-21 15:07:00,Working,Good,1,9,7,0,
Kaduna,PU_12630,2026-03-28,751,568,518,1,2026-06-21 08:02:00,2026-06-21 15:34:00,Working,Offline,0,5,4,0,
Abuja,PU_12631,2026-03-28,651,578,543,35,2026-06-21 09:01:00,2026-06-21 15:12:00,Working,Good,4,5,4,1,167.0
Kano,PU_12632,2026-03-28,1859,1138,1075,44,2026-06-21 08:55:00,2026-06-21 16:44:00,Working,Good,0,6,5,1,77.0
Kaduna,PU_12633,2026-03-28,1409,1010,964,29,2026-06-21 09:06:00,2026-06-21 15:03:00,Working,Good,1,6,4,0,
Kaduna,PU_12634,2026-03-28,1891,1457,1288,15,2026-06-21 09:38:00,2026-06-21 15:56:00,Working,Offline,0,7,7,1,19.0
Rivers,PU_12635,2026-03-28,1365,961,924,8,2026-06-21 09:26:00,2026-06-21 15:23:00,Working,Good,3,9,7,1,66.0
Kaduna,PU_12636,2026-03-28,1099,830,795,14,2026-06-21 08:11:00,2026-06-21 16:52:00,Working,Good,0,7,5,1,116.0
Rivers,PU_12637,2026-03-28,1506,1115,1071,38,2026-06-21 09:27:00,2026-06-21 16:47:00,Working,Poor,1,7,6,0,
Abuja,PU_12638,2026-03-28,1470,1357,1167,21,2026-06-21 09:40:00,2026-06-21 15:38:00,Working,Poor,0,5,3,1,27.0
Kano,PU_12639,2026-03-28,1504,1161,1008,14,2026-06-21 08:54:00,2026-06-21 16:51:00,Faulty,Poor,3,5,4,1,136.0
Kano,PU_12640,2026-03-28,1623,1244,1158,3,2026-06-21 08:12:00,2026-06-21 16:41:00,Working,Poor,2,9,7,1,35.0
Kaduna,PU_12641,2026-03-28,1643,1132,1102,15,2026-06-21 08:14:00,2026-06-21 15:41:00,Working,Poor,0,9,7,1,144.0
Kaduna,PU_12642,2026-03-28,1908,1175,1015,40,2026-06-21 08:06:00,2026-06-21 16:09:00,Working,Good,0,6,6,1,171.0
Abuja,PU_12643,2026-03-28,802,565,534,10,2026-06-21 08:23:00,2026-06-21 16:56:00,Working,Good,2,9,7,0,
Rivers,PU_12644,2026-03-28,1672,1019,884,47,2026-06-21 09:53:00,2026-06-21 15:57:00,Working,Good,1,7,6,1,45.0
Kano,PU_12645,2026-03-28,1724,1533,1492,31,2026-06-21 09:47:00,2026-06-21 15:11:00,Working,Offline,1,6,4,1,145.0
Rivers,PU_12646,2026-03-28,1526,1024,976,21,2026-06-21 08:12:00,2026-06-21 15:28:00,Working,Good,1,6,4,1,62.0
Abuja,PU_12647,2026-03-28,899,826,733,0,2026-06-21 09:56:00,2026-06-21 16:41:00,Working,Poor,0,8,8,1,113.0
Kano,PU_12648,2026-03-28,567,515,440,25,2026-06-21 08:18:00,2026-06-21 16:38:00,Working,Good,2,6,5,1,43.0
Kano,PU_12649,2026-03-28,653,543,492,2,2026-06-21 09:06:00,2026-06-21 15:31:00,Working,Good,1,8,8,1,165.0
Lagos,PU_12650,2026-03-28,1514,1365,1253,31,2026-06-21 08:04:00,2026-06-21 15:48:00,Working,Good,2,6,6,1,164.0
Abuja,PU_12651,2026-03-28,681,617,566,32,2026-06-21 08:49:00,2026-06-21 15:08:00,Working,Poor,2,5,4,1,7.0
Abuja,PU_12652,2026-03-28,1024,892,856,32,2026-06-21 09:40:00,2026-06-21 15:02:00,Working,Offline,1,6,4,1,92.0
Lagos,PU_12653,2026-03-28,688,535,522,1,2026-06-21 09:46:00,2026-06-21 16:01:00,Working,Good,2,7,5,1,42.0
Rivers,PU_12654,2026-03-28,519,483,437,21,2026-06-21 09:55:00,2026-06-21 15:09:00,Faulty,Poor,1,7,5,0,
Lagos,PU_12655,2026-03-28,1350,1196,1042,11,2026-06-21 09:13:00,2026-06-21 15:43:00,Working,Poor,1,5,3,1,49.0
Abuja,PU_12656,2026-03-28,1806,1163,1045,1,2026-06-21 09:03:00,2026-06-21 15:15:00,Working,Good,0,8,7,1,71.0
Rivers,PU_12657,2026-03-28,1397,1043,983,36,2026-06-21 08:47:00,2026-06-21 15:50:00,Working,Poor,3,6,5,1,120.0
Kano,PU_12658,2026-03-28,509,401,371,7,2026-06-21 09:59:00,2026-06-21 15:50:00,Working,Offline,0,9,9,1,119.0
Lagos,PU_12659,2026-03-28,1199,941,810,16,2026-06-21 08:48:00,2026-06-21 15:14:00,Working,Good,0,7,6,0,
Rivers,PU_12660,2026-03-28,1154,845,741,3,2026-06-21 09:23:00,2026-06-21 15:09:00,Working,Good,1,8,8,1,61.0
Rivers,PU_12661,2026-03-28,1826,1435,1349,43,2026-06-21 09:19:00,2026-06-21 15:37:00,Working,Good,1,6,6,1,101.0
Rivers,PU_12662,2026-03-28,740,468,440,0,2026-06-21 09:02:00,2026-06-21 15:47:00,Working,Good,1,8,6,0,
Lagos,PU_12663,2026-03-28,651,539,500,5,2026-06-21 09:47:00,2026-06-21 15:22:00,Working,Good,0,5,4,1,15.0
Kano,PU_12664,2026-03-28,1283,993,882,39,2026-06-21 09:51:00,2026-06-21 15:36:00,Working,Good,0,7,6,0,
Rivers,PU_12665,2026-03-28,1860,1628,1418,21,2026-06-21 08:06:00,2026-06-21 16:12:00,Working,Good,3,6,5,0,
Lagos,PU_12666,2026-03-28,687,578,508,34,2026-06-21 09:37:00,2026-06-21 16:44:00,Working,Good,2,7,7,0,
Abuja,PU_12667,2026-03-28,963,615,587,49,2026-06-21 08:33:00,2026-06-21 15:32:00,Working,Good,0,7,5,1,116.0
Lagos,PU_12668,2026-03-28,1221,882,805,39,2026-06-21 09:18:00,2026-06-21 16:20:00,Working,Poor,1,6,6,1,5.0
Lagos,PU_12669,2026-03-28,1700,1458,1305,10,2026-06-21 08:04:00,2026-06-21 16:36:00,Working,Good,0,6,6,1,126.0
Lagos,PU_12670,2026-03-28,1399,1004,871,1,2026-06-21 08:56:00,2026-06-21 15:34:00,Faulty,Good,1,8,8,0,
Rivers,PU_12671,2026-03-28,1205,962,866,17,2026-06-21 09:13:00,2026-06-21 15:17:00,Working,Good,0,9,7,1,82.0
Lagos,PU_12672,2026-03-28,1700,1591,1438,8,2026-06-21 08:41:00,2026-06-21 15:08:00,Working,Good,1,8,7,1,84.0
Abuja,PU_12673,2026-03-28,1380,866,835,5,2026-06-21 09:47:00,2026-06-21 16:51:00,Working,Good,1,9,8,1,151.0
Rivers,PU_12674,2026-03-28,914,609,592,33,2026-06-21 09:11:00,2026-06-21 15:13:00,Faulty,Poor,0,5,3,1,66.0
Abuja,PU_12675,2026-03-28,1077,827,793,11,2026-06-21 09:24:00,2026-06-21 15:40:00,Working,Poor,1,5,3,1,93.0
Kaduna,PU_12676,2026-03-28,809,694,624,20,2026-06-21 08:44:00,2026-06-21 16:21:00,Working,Good,1,9,7,1,176.0
Lagos,PU_12677,2026-03-28,1525,1091,1006,25,2026-06-21 09:10:00,2026-06-21 16:24:00,Working,Offline,0,7,7,0,
Rivers,PU_12678,2026-03-28,816,523,501,9,2026-06-21 08:39:00,2026-06-21 16:01:00,Working,Good,1,6,5,1,44.0
Rivers,PU_12679,2026-03-28,1519,1079,924,15,2026-06-21 09:54:00,2026-06-21 16:02:00,Working,Good,0,7,6,1,10.0
Lagos,PU_12680,2026-03-28,867,715,657,14,2026-06-21 08:08:00,2026-06-21 16:08:00,Working,Good,1,8,8,1,8.0
Kano,PU_12681,2026-03-28,1054,924,833,22,2026-06-21 09:03:00,2026-06-21 16:00:00,Working,Poor,0,5,3,0,
Kano,PU_12682,2026-03-28,1104,1039,934,41,2026-06-21 09:58:00,2026-06-21 16:48:00,Faulty,Good,3,7,6,1,158.0
Abuja,PU_12683,2026-03-28,1749,1515,1356,20,2026-06-21 09:46:00,2026-06-21 15:05:00,Working,Good,1,7,7,1,170.0
Lagos,PU_12684,2026-03-28,1435,1108,1034,42,2026-06-21 09:32:00,2026-06-21 15:28:00,Working,Good,2,8,8,1,60.0
Lagos,PU_12685,2026-03-28,979,687,621,15,2026-06-21 08:59:00,2026-06-21 15:58:00,Faulty,Good,1,8,7,0,
Kaduna,PU_12686,2026-03-28,1480,1368,1220,10,2026-06-21 08:19:00,2026-06-21 15:33:00,Working,Offline,2,9,8,1,137.0
Kano,PU_12687,2026-03-28,1586,1248,1152,19,2026-06-21 08:16:00,2026-06-21 15:38:00,Working,Poor,1,7,6,1,74.0
Kano,PU_12688,2026-03-28,1803,1516,1362,20,2026-06-21 08:38:00,2026-06-21 15:45:00,Working,Poor,0,6,6,0,
Lagos,PU_12689,2026-03-28,1439,1101,940,15,2026-06-21 09:02:00,2026-06-21 15:57:00,Working,Poor,0,8,7,1,13.0
Abuja,PU_12690,2026-03-28,513,351,317,10,2026-06-21 08:21:00,2026-06-21 16:04:00,Working,Good,0,9,8,1,54.0
Lagos,PU_12691,2026-03-28,527,417,365,32,2026-06-21 09:10:00,2026-06-21 15:25:00,Working,Offline,1,6,6,1,173.0
Abuja,PU_12692,2026-03-28,641,573,494,21,2026-06-21 08:44:00,2026-06-21 15:19:00,Working,Good,0,7,7,1,142.0
Kano,PU_12693,2026-03-28,1089,799,769,24,2026-06-21 09:58:00,2026-06-21 16:11:00,Working,Good,2,6,5,0,
Kaduna,PU_12694,2026-03-28,972,810,761,32,2026-06-21 08:27:00,2026-06-21 16:00:00,Working,Good,0,7,6,1,28.0
Rivers,PU_12695,2026-03-28,1707,1049,943,36,2026-06-21 08:05:00,2026-06-21 15:51:00,Working,Good,0,6,6,1,40.0
Kano,PU_12696,2026-03-28,816,757,740,33,2026-06-21 09:20:00,2026-06-21 16:15:00,Working,Good,0,6,4,0,
Abuja,PU_12697,2026-03-28,1884,1769,1588,14,2026-06-21 09:59:00,2026-06-21 16:51:00,Working,Poor,3,5,3,1,152.0
Lagos,PU_12698,2026-03-28,944,694,611,0,2026-06-21 09:05:00,2026-06-21 15:48:00,Working,Poor,3,5,4,0,
Kano,PU_12699,2026-03-28,795,615,560,3,2026-06-21 09:00:00,2026-06-21 15:27:00,Working,Good,0,9,9,1,117.0
Kaduna,PU_12700,2026-03-28,903,592,575,16,2026-06-21 09:40:00,2026-06-21 16:54:00,Working,Poor,1,5,4,1,172.0
Abuja,PU_12701,2026-03-28,1251,836,782,27,2026-06-21 08:07:00,2026-06-21 16:27:00,Working,Good,0,8,7,1,21.0
Lagos,PU_12702,2026-03-28,762,617,583,31,2026-06-21 08:06:00,2026-06-21 15:54:00,Working,Good,0,8,6,1,108.0
Rivers,PU_12703,2026-03-28,1346,1102,960,7,2026-06-21 09:19:00,2026-06-21 16:41:00,Working,Offline,0,5,4,1,121.0
Abuja,PU_12704,2026-03-28,876,630,538,35,2026-06-21 09:05:00,2026-06-21 16:58:00,Working,Good,0,9,9,0,
Lagos,PU_12705,2026-03-28,1084,792,728,35,2026-06-21 08:21:00,2026-06-21 15:43:00,Working,Good,1,8,7,1,41.0
Rivers,PU_12706,2026-03-28,1591,1236,1103,18,2026-06-21 08:42:00,2026-06-21 15:44:00,Working,Poor,1,9,9,0,
Lagos,PU_12707,2026-03-28,1298,1205,1030,23,2026-06-21 08:48:00,2026-06-21 16:49:00,Working,Good,0,5,3,0,
Rivers,PU_12708,2026-03-28,970,632,610,2,2026-06-21 09:10:00,2026-06-21 16:12:00,Working,Good,2,7,6,1,128.0
Rivers,PU_12709,2026-03-28,1231,976,832,13,2026-06-21 08:25:00,2026-06-21 16:06:00,Working,Good,0,8,7,0,
Rivers,PU_12710,2026-03-28,1471,912,776,31,2026-06-21 09:37:00,2026-06-21 15:58:00,Working,Good,0,5,4,1,39.0
Lagos,PU_12711,2026-03-28,546,415,368,11,2026-06-21 08:53:00,2026-06-21 16:01:00,Working,Good,2,8,8,1,141.0
Rivers,PU_12712,2026-03-28,1446,1068,976,30,2026-06-21 08:38:00,2026-06-21 15:39:00,Working,Poor,0,6,5,1,79.0
Abuja,PU_12713,2026-03-28,1581,1039,944,33,2026-06-21 08:11:00,2026-06-21 15:32:00,Working,Good,1,9,9,1,34.0
Kaduna,PU_12714,2026-03-28,523,343,307,30,2026-06-21 08:40:00,2026-06-21 16:07:00,Working,Good,0,9,8,1,52.0
Kaduna,PU_12715,2026-03-28,1813,1373,1321,35,2026-06-21 09:38:00,2026-06-21 15:57:00,Working,Poor,0,7,7,0,
Rivers,PU_12716,2026-03-28,1330,856,760,31,2026-06-21 08:01:00,2026-06-21 15:44:00,Working,Good,2,8,8,1,122.0
Kaduna,PU_12717,2026-03-28,1967,1383,1292,34,2026-06-21 08:51:00,2026-06-21 16:11:00,Working,Offline,0,9,8,0,
Kaduna,PU_12718,2026-03-28,902,563,507,31,2026-06-21 09:32:00,2026-06-21 15:27:00,Working,Good,2,8,7,0,
Rivers,PU_12719,2026-03-28,1547,1089,980,15,2026-06-21 09:23:00,2026-06-21 15:36:00,Faulty,Good,0,5,3,1,129.0
Rivers,PU_12720,2026-03-28,1587,1248,1212,0,2026-06-21 08:52:00,2026-06-21 16:16:00,Working,Good,0,7,7,1,112.0
Abuja,PU_12721,2026-03-28,1762,1515,1425,46,2026-06-21 08:54:00,2026-06-21 16:47:00,Working,Offline,1,6,5,1,42.0
Kano,PU_12722,2026-03-28,782,696,640,39,2026-06-21 08:18:00,2026-06-21 16:19:00,Working,Offline,2,6,4,1,148.0
Lagos,PU_12723,2026-03-28,1965,1411,1231,12,2026-06-21 09:40:00,2026-06-21 16:59:00,Working,Good,3,9,7,1,172.0
Rivers,PU_12724,2026-03-28,1823,1692,1468,10,2026-06-21 09:48:00,2026-06-21 15:22:00,Working,Offline,1,6,4,0,
Rivers,PU_12725,2026-03-28,592,405,354,10,2026-06-21 08:25:00,2026-06-21 16:07:00,Working,Good,0,7,6,0,
Kaduna,PU_12726,2026-03-28,1898,1192,1110,24,2026-06-21 08:36:00,2026-06-21 16:11:00,Working,Good,0,8,6,1,119.0
Abuja,PU_12727,2026-03-28,1185,1094,937,4,2026-06-21 08:12:00,2026-06-21 15:18:00,Working,Offline,2,6,5,0,
Kaduna,PU_12728,2026-03-28,809,638,580,20,2026-06-21 09:26:00,2026-06-21 15:32:00,Faulty,Offline,2,6,4,1,37.0
Rivers,PU_12729,2026-03-28,1387,1002,911,34,2026-06-21 08:24:00,2026-06-21 16:40:00,Working,Offline,1,8,6,0,
Rivers,PU_12730,2026-03-28,1690,1545,1497,11,2026-06-21 08:57:00,2026-06-21 16:15:00,Working,Good,4,8,6,1,37.0
Kaduna,PU_12731,2026-03-28,506,440,395,45,2026-06-21 08:46:00,2026-06-21 16:18:00,Faulty,Poor,0,7,5,1,123.0
Rivers,PU_12732,2026-03-28,1566,1395,1348,12,2026-06-21 08:22:00,2026-06-21 15:58:00,Working,Offline,4,6,6,1,15.0
Kano,PU_12733,2026-03-28,1287,903,839,2,2026-06-21 08:02:00,2026-06-21 16:09:00,Faulty,Good,2,8,6,1,17.0
Lagos,PU_12734,2026-03-28,1863,1687,1519,11,2026-06-21 08:50:00,2026-06-21 16:10:00,Working,Good,0,8,8,1,97.0
Lagos,PU_12735,2026-03-28,1676,1386,1272,46,2026-06-21 09:17:00,2026-06-21 16:34:00,Working,Good,2,5,4,1,89.0
Lagos,PU_12736,2026-03-28,542,465,400,33,2026-06-21 09:18:00,2026-06-21 15:16:00,Working,Good,1,8,6,1,164.0
Kano,PU_12737,2026-03-28,1224,868,838,19,2026-06-21 08:34:00,2026-06-21 16:55:00,Working,Good,0,5,5,1,86.0
Rivers,PU_12738,2026-03-28,700,480,447,38,2026-06-21 09:17:00,2026-06-21 16:57:00,Working,Offline,0,7,7,1,32.0
Kaduna,PU_12739,2026-03-28,1394,1035,938,49,2026-06-21 09:47:00,2026-06-21 15:22:00,Working,Good,1,8,8,1,55.0
Abuja,PU_12740,2026-03-28,1166,934,888,3,2026-06-21 08:16:00,2026-06-21 16:26:00,Working,Good,2,5,4,1,45.0
Rivers,PU_12741,2026-03-28,1047,872,787,40,2026-06-21 08:05:00,2026-06-21 16:37:00,Faulty,Poor,4,5,3,1,137.0
Kano,PU_12742,2026-03-28,725,561,510,42,2026-06-21 08:57:00,2026-06-21 16:06:00,Working,Good,2,9,8,1,94.0
Kano,PU_12743,2026-03-28,1132,956,865,48,2026-06-21 09:23:00,2026-06-21 15:44:00,Working,Offline,0,9,7,0,
Lagos,PU_12744,2026-03-28,1862,1578,1545,6,2026-06-21 08:47:00,2026-06-21 15:36:00,Working,Good,1,6,5,1,90.0
Rivers,PU_12745,2026-03-28,1858,1547,1469,46,2026-06-21 08:09:00,2026-06-21 15:31:00,Faulty,Good,1,9,9,1,35.0
Lagos,PU_12746,2026-03-28,1704,1172,1137,2,2026-06-21 08:13:00,2026-06-21 16:06:00,Working,Good,0,9,9,1,149.0
Abuja,PU_12747,2026-03-28,1445,1092,982,45,2026-06-21 08:26:00,2026-06-21 15:05:00,Faulty,Poor,1,5,4,0,
Lagos,PU_12748,2026-03-28,1795,1558,1423,40,2026-06-21 09:07:00,2026-06-21 16:55:00,Working,Poor,1,8,7,1,138.0
Abuja,PU_12749,2026-03-28,693,630,551,43,2026-06-21 09:22:00,2026-06-21 16:28:00,Working,Good,0,6,4,1,79.0
Kano,PU_12750,2026-03-28,1037,804,684,12,2026-06-21 08:51:00,2026-06-21 16:57:00,Working,Poor,0,5,4,1,142.0
Lagos,PU_12751,2026-03-28,980,926,810,28,2026-06-21 09:51:00,2026-06-21 15:57:00,Faulty,Good,0,5,5,1,14.0
Lagos,PU_12752,2026-03-28,1621,1071,1039,40,2026-06-21 09:51:00,2026-06-21 16:55:00,Working,Good,1,8,6,1,2.0
Kaduna,PU_12753,2026-03-28,929,630,572,20,2026-06-21 08:50:00,2026-06-21 16:42:00,Faulty,Good,1,5,3,0,
Kano,PU_12754,2026-03-28,1850,1408,1220,45,2026-06-21 08:44:00,2026-06-21 16:03:00,Working,Offline,1,5,5,1,98.0
Kaduna,PU_12755,2026-03-28,1444,1123,1020,24,2026-06-21 09:05:00,2026-06-21 16:13:00,Working,Good,0,9,8,1,44.0
Abuja,PU_12756,2026-03-28,1410,1055,1005,2,2026-06-21 09:43:00,2026-06-21 15:18:00,Working,Good,1,7,7,0,
Abuja,PU_12757,2026-03-28,1077,808,739,29,2026-06-21 08:56:00,2026-06-21 16:00:00,Working,Good,2,5,4,0,
Kano,PU_12758,2026-03-28,1939,1494,1451,38,2026-06-21 08:26:00,2026-06-21 15:51:00,Working,Poor,1,6,4,1,93.0
Abuja,PU_12759,2026-03-28,610,434,419,21,2026-06-21 08:46:00,2026-06-21 16:13:00,Faulty,Poor,2,8,8,1,59.0
Kano,PU_12760,2026-03-28,711,459,418,1,2026-06-21 09:27:00,2026-06-21 16:18:00,Faulty,Good,1,8,6,1,67.0
Abuja,PU_12761,2026-03-28,1350,1261,1085,8,2026-06-21 08:41:00,2026-06-21 15:52:00,Working,Good,1,9,8,0,
Rivers,PU_12762,2026-03-28,1377,1209,1138,3,2026-06-21 09:02:00,2026-06-21 16:31:00,Working,Poor,2,5,4,1,153.0
Lagos,PU_12763,2026-03-28,1486,1315,1178,7,2026-06-21 08:57:00,2026-06-21 16:12:00,Working,Poor,0,6,6,1,51.0
Rivers,PU_12764,2026-03-28,1495,1087,1034,18,2026-06-21 09:07:00,2026-06-21 15:33:00,Working,Good,3,7,6,1,156.0
